sourceName,objectType,system,layer,baseName,side,suffix,paren,proposedAnatomyId,polyCount,include
Articular capsules of metatarsophalangeal joints.r,MESH,Joints,joint,Articular capsules of metatarsophalangeal joints,right,r,,joint.articularCapsulesOfMetatarsophalangealJoints,219,
Articular capsules of proximal interphalangeal joints.l,MESH,Joints,joint,Articular capsules of proximal interphalangeal joints,left,l,,joint.articularCapsulesOfProximalInterphalangealJoints,174,
Articular capsules of proximal interphalangeal joints.r,MESH,Joints,joint,Articular capsules of proximal interphalangeal joints,right,r,,joint.articularCapsulesOfProximalInterphalangealJoints,174,
Articular capsules of proximal interphalangeal joints of foot.l,MESH,Joints,joint,Articular capsules of proximal interphalangeal joints of foot,left,l,,joint.articularCapsulesOfProximalInterphalangealJointsOfFoot,183,
Articular capsules of proximal interphalangeal joints of foot.r,MESH,Joints,joint,Articular capsules of proximal interphalangeal joints of foot,right,r,,joint.articularCapsulesOfProximalInterphalangealJointsOfFoot,183,
Articular disc of acromioclavicular joint.l,MESH,Joints,joint,Articular disc of acromioclavicular joint,left,l,,joint.articularDiscOfAcromioclavicular,2,
Articular disc of acromioclavicular joint.r,MESH,Joints,joint,Articular disc of acromioclavicular joint,right,r,,joint.articularDiscOfAcromioclavicular,2,
Articular disc of distal radio-ulnar joint.l,MESH,Joints,joint,Articular disc of distal radio-ulnar joint,left,l,,joint.articularDiscOfDistalRadioUlnar,4,
Articular disc of distal radio-ulnar joint.r,MESH,Joints,joint,Articular disc of distal radio-ulnar joint,right,r,,joint.articularDiscOfDistalRadioUlnar,4,
Articular disc of sternoclavicular joint.l,MESH,Joints,joint,Articular disc of sternoclavicular joint,left,l,,joint.articularDiscOfSternoclavicular,2,
Articular disc of sternoclavicular joint.r,MESH,Joints,joint,Articular disc of sternoclavicular joint,right,r,,joint.articularDiscOfSternoclavicular,2,
Articular disc of temporomandibular joint.l,MESH,Joints,joint,Articular disc of temporomandibular joint,left,l,,joint.articularDiscOfTemporomandibular,274,
Articular disc of temporomandibular joint.r,MESH,Joints,joint,Articular disc of temporomandibular joint,right,r,,joint.articularDiscOfTemporomandibular,274,
Calcaneocuboid ligament.l,MESH,Joints,joint,Calcaneocuboid ligament,left,l,,joint.calcaneocuboidLigament,4,
Calcaneocuboid ligament.r,MESH,Joints,joint,Calcaneocuboid ligament,right,r,,joint.calcaneocuboidLigament,4,
Calcaneofibular ligament.l,MESH,Joints,joint,Calcaneofibular ligament,left,l,,joint.calcaneofibularLigament,1,
Calcaneofibular ligament.r,MESH,Joints,joint,Calcaneofibular ligament,right,r,,joint.calcaneofibularLigament,1,
Calcaneonavicular ligament.l,MESH,Joints,joint,Calcaneonavicular ligament,left,l,,joint.calcaneonavicularLigament,4,
Calcaneonavicular ligament.r,MESH,Joints,joint,Calcaneonavicular ligament,right,r,,joint.calcaneonavicularLigament,4,
Capitohamate interosseous ligament.l,MESH,Joints,joint,Capitohamate interosseous ligament,left,l,,joint.capitohamateInterosseousLigament,1,
Capitohamate interosseous ligament.r,MESH,Joints,joint,Capitohamate interosseous ligament,right,r,,joint.capitohamateInterosseousLigament,1,
Cartilaginous joints of sternum.j,MESH,Joints,joint,Cartilaginous joints of sternum,,j,,joint.cartilaginousJointsOfSternum,0,
Collateral interphalangeal ligaments of foot.l,MESH,Joints,joint,Collateral interphalangeal ligaments of foot,left,l,,joint.collateralInterphalangealLigamentsOfFoot,117,
Collateral interphalangeal ligaments of foot.r,MESH,Joints,joint,Collateral interphalangeal ligaments of foot,right,r,,joint.collateralInterphalangealLigamentsOfFoot,117,
Collateral interphalangeal ligaments of hand.l,MESH,Joints,joint,Collateral interphalangeal ligaments of hand,left,l,,joint.collateralInterphalangealLigamentsOfHand,76,
Collateral interphalangeal ligaments of hand.r,MESH,Joints,joint,Collateral interphalangeal ligaments of hand,right,r,,joint.collateralInterphalangealLigamentsOfHand,76,
Collateral metacarpophalangeal ligaments.l,MESH,Joints,joint,Collateral metacarpophalangeal ligaments,left,l,,joint.collateralMetacarpophalangealLigaments,40,
Collateral metacarpophalangeal ligaments.r,MESH,Joints,joint,Collateral metacarpophalangeal ligaments,right,r,,joint.collateralMetacarpophalangealLigaments,40,
Collateral metatarsophalangeal ligaments.l,MESH,Joints,joint,Collateral metatarsophalangeal ligaments,left,l,,joint.collateralMetatarsophalangealLigaments,72,
Collateral metatarsophalangeal ligaments.r,MESH,Joints,joint,Collateral metatarsophalangeal ligaments,right,r,,joint.collateralMetatarsophalangealLigaments,72,
Conoid ligament.l,MESH,Joints,joint,Conoid ligament,left,l,,joint.conoidLigament,2,
Conoid ligament.r,MESH,Joints,joint,Conoid ligament,right,r,,joint.conoidLigament,2,
Coraco-acromial ligament.l,MESH,Joints,joint,Coraco-acromial ligament,left,l,,joint.coracoAcromialLigament,1,
Coraco-acromial ligament.r,MESH,Joints,joint,Coraco-acromial ligament,right,r,,joint.coracoAcromialLigament,1,
Coracohumeral ligament.l,MESH,Joints,joint,Coracohumeral ligament,left,l,,joint.coracohumeralLigament,8,
Coracohumeral ligament.r,MESH,Joints,joint,Coracohumeral ligament,right,r,,joint.coracohumeralLigament,8,
Costochondral joints.j,MESH,Joints,joint,Costochondral joints,,j,,joint.costochondralJoints,0,
Costoclavicular ligament.l,MESH,Joints,joint,Costoclavicular ligament,left,l,,joint.costoclavicularLigament,1,
Costoclavicular ligament.r,MESH,Joints,joint,Costoclavicular ligament,right,r,,joint.costoclavicularLigament,1,
Costotransverse ligament.l,MESH,Joints,joint,Costotransverse ligament,left,l,,joint.costotransverseLigament,44,
Costotransverse ligament.r,MESH,Joints,joint,Costotransverse ligament,right,r,,joint.costotransverseLigament,44,
Crico-arytenoid joint.j,MESH,Joints,joint,Crico-arytenoid joint,,j,,joint.cricoArytenoid,0,
Cricopharyngeal ligament.l,MESH,Joints,joint,Cricopharyngeal ligament,left,l,,joint.cricopharyngealLigament,3119,
Cricopharyngeal ligament.r,MESH,Joints,joint,Cricopharyngeal ligament,right,r,,joint.cricopharyngealLigament,3119,
Cricothyroid joint.j,MESH,Joints,joint,Cricothyroid joint,,j,,joint.cricothyroid,0,
Cuneocuboid interosseous ligament.l,MESH,Joints,joint,Cuneocuboid interosseous ligament,left,l,,joint.cuneocuboidInterosseousLigament,10,
Cuneocuboid interosseous ligament.r,MESH,Joints,joint,Cuneocuboid interosseous ligament,right,r,,joint.cuneocuboidInterosseousLigament,10,
Cuneometatarsal interosseous ligaments.l,MESH,Joints,joint,Cuneometatarsal interosseous ligaments,left,l,,joint.cuneometatarsalInterosseousLigaments,3,
Cuneometatarsal interosseous ligaments.r,MESH,Joints,joint,Cuneometatarsal interosseous ligaments,right,r,,joint.cuneometatarsalInterosseousLigaments,3,
Deep part of tibial collateral ligament.l,MESH,Joints,joint,Deep part of tibial collateral ligament,left,l,,joint.deepPartOfTibialCollateralLigament,10,
Deep part of tibial collateral ligament.r,MESH,Joints,joint,Deep part of tibial collateral ligament,right,r,,joint.deepPartOfTibialCollateralLigament,10,
Deep transverse metacarpal ligament.l,MESH,Joints,joint,Deep transverse metacarpal ligament,left,l,,joint.deepTransverseMetacarpalLigament,6,
Deep transverse metacarpal ligament.r,MESH,Joints,joint,Deep transverse metacarpal ligament,right,r,,joint.deepTransverseMetacarpalLigament,6,
Deep transverse metatarsal ligament.l,MESH,Joints,joint,Deep transverse metatarsal ligament,left,l,,joint.deepTransverseMetatarsalLigament,5,
Deep transverse metatarsal ligament.r,MESH,Joints,joint,Deep transverse metatarsal ligament,right,r,,joint.deepTransverseMetatarsalLigament,5,
Denticulate suture.j,MESH,Joints,joint,Denticulate suture,,j,,joint.denticulateSuture,0,
Descending part of iliofemoral ligament.l,MESH,Joints,joint,Descending part of iliofemoral ligament,left,l,,joint.descendingPartOfIliofemoralLigament,32,
Descending part of iliofemoral ligament.r,MESH,Joints,joint,Descending part of iliofemoral ligament,right,r,,joint.descendingPartOfIliofemoralLigament,32,
Distal radio-ulnar joint.j,MESH,Joints,joint,Distal radio-ulnar joint,,j,,joint.distalRadioUlnar,0,
Dorsal calcaneocuboid ligament.l,MESH,Joints,joint,Dorsal calcaneocuboid ligament,left,l,,joint.dorsalCalcaneocuboidLigament,1,
Dorsal calcaneocuboid ligament.r,MESH,Joints,joint,Dorsal calcaneocuboid ligament,right,r,,joint.dorsalCalcaneocuboidLigament,1,
Dorsal carpometacarpal ligaments.l,MESH,Joints,joint,Dorsal carpometacarpal ligaments,left,l,,joint.dorsalCarpometacarpalLigaments,13,
Dorsal carpometacarpal ligaments.r,MESH,Joints,joint,Dorsal carpometacarpal ligaments,right,r,,joint.dorsalCarpometacarpalLigaments,13,
Dorsal cuboideonavicular ligament.l,MESH,Joints,joint,Dorsal cuboideonavicular ligament,left,l,,joint.dorsalCuboideonavicularLigament,1,
Dorsal cuboideonavicular ligament.r,MESH,Joints,joint,Dorsal cuboideonavicular ligament,right,r,,joint.dorsalCuboideonavicularLigament,1,
Dorsal cuneocuboid ligament.l,MESH,Joints,joint,Dorsal cuneocuboid ligament,left,l,,joint.dorsalCuneocuboidLigament,1,
Dorsal cuneocuboid ligament.r,MESH,Joints,joint,Dorsal cuneocuboid ligament,right,r,,joint.dorsalCuneocuboidLigament,1,
Dorsal cuneonavicular ligaments.l,MESH,Joints,joint,Dorsal cuneonavicular ligaments,left,l,,joint.dorsalCuneonavicularLigaments,6,
Dorsal cuneonavicular ligaments.r,MESH,Joints,joint,Dorsal cuneonavicular ligaments,right,r,,joint.dorsalCuneonavicularLigaments,6,
Dorsal intercarpal ligaments.l,MESH,Joints,joint,Dorsal intercarpal ligaments,left,l,,joint.dorsalIntercarpalLigaments,23,
Dorsal intercarpal ligaments.r,MESH,Joints,joint,Dorsal intercarpal ligaments,right,r,,joint.dorsalIntercarpalLigaments,23,
Dorsal intercuneiform ligaments.l,MESH,Joints,joint,Dorsal intercuneiform ligaments,left,l,,joint.dorsalIntercuneiformLigaments,2,
Dorsal intercuneiform ligaments.r,MESH,Joints,joint,Dorsal intercuneiform ligaments,right,r,,joint.dorsalIntercuneiformLigaments,2,
Dorsal metacarpal ligaments.l,MESH,Joints,joint,Dorsal metacarpal ligaments,left,l,,joint.dorsalMetacarpalLigaments,4,
Dorsal metacarpal ligaments.r,MESH,Joints,joint,Dorsal metacarpal ligaments,right,r,,joint.dorsalMetacarpalLigaments,4,
Dorsal metatarsal ligaments.l,MESH,Joints,joint,Dorsal metatarsal ligaments,left,l,,joint.dorsalMetatarsalLigaments,5,
Dorsal metatarsal ligaments.r,MESH,Joints,joint,Dorsal metatarsal ligaments,right,r,,joint.dorsalMetatarsalLigaments,5,
Dorsal radio-ulnar ligament.l,MESH,Joints,joint,Dorsal radio-ulnar ligament,left,l,,joint.dorsalRadioUlnarLigament,1,
Dorsal radio-ulnar ligament.r,MESH,Joints,joint,Dorsal radio-ulnar ligament,right,r,,joint.dorsalRadioUlnarLigament,1,
Dorsal radiocarpal ligament.l,MESH,Joints,joint,Dorsal radiocarpal ligament,left,l,,joint.dorsalRadiocarpalLigament,10,
Dorsal radiocarpal ligament.r,MESH,Joints,joint,Dorsal radiocarpal ligament,right,r,,joint.dorsalRadiocarpalLigament,10,
Dorsal scaphotriquetral ligament.l,MESH,Joints,joint,Dorsal scaphotriquetral ligament,left,l,,joint.dorsalScaphotriquetralLigament,4,
Dorsal scaphotriquetral ligament.r,MESH,Joints,joint,Dorsal scaphotriquetral ligament,right,r,,joint.dorsalScaphotriquetralLigament,4,
Dorsal tarsometatarsal ligaments.l,MESH,Joints,joint,Dorsal tarsometatarsal ligaments,left,l,,joint.dorsalTarsometatarsalLigaments,14,
Dorsal tarsometatarsal ligaments.r,MESH,Joints,joint,Dorsal tarsometatarsal ligaments,right,r,,joint.dorsalTarsometatarsalLigaments,14,
Dorsal ulnocarpal ligament.l,MESH,Joints,joint,Dorsal ulnocarpal ligament,left,l,,joint.dorsalUlnocarpalLigament,4,
Dorsal ulnocarpal ligament.r,MESH,Joints,joint,Dorsal ulnocarpal ligament,right,r,,joint.dorsalUlnocarpalLigament,4,
External intercostal membrane.l,MESH,Joints,joint,External intercostal membrane,left,l,,joint.externalIntercostalMembrane,374,
External intercostal membrane.r,MESH,Joints,joint,External intercostal membrane,right,r,,joint.externalIntercostalMembrane,374,
Fibro-elastic membrane of larynx.j,MESH,Joints,joint,Fibro-elastic membrane of larynx,,j,,joint.fibroElasticMembraneOfLarynx,0,
Fibrous joints.j,MESH,Joints,joint,Fibrous joints,,j,,joint.fibrousJoints,0,
Fibrous joints of free upper limb.j,MESH,Joints,joint,Fibrous joints of free upper limb,,j,,joint.fibrousJointsOfFreeUpperLimb,0,
Fibrous joints of larynx.j,MESH,Joints,joint,Fibrous joints of larynx,,j,,joint.fibrousJointsOfLarynx,0,
Fibrous joints of thorax.j,MESH,Joints,joint,Fibrous joints of thorax,,j,,joint.fibrousJointsOfThorax,0,
Fibular collateral ligament.l,MESH,Joints,joint,Fibular collateral ligament,left,l,,joint.fibularCollateralLigament,3,
Fibular collateral ligament.r,MESH,Joints,joint,Fibular collateral ligament,right,r,,joint.fibularCollateralLigament,3,
Frenula capsulae.l,MESH,Joints,joint,Frenula capsulae,left,l,,joint.frenulaCapsulae,108,
Frenula capsulae.r,MESH,Joints,joint,Frenula capsulae,right,r,,joint.frenulaCapsulae,108,
Glenoid labrum.l,MESH,Joints,joint,Glenoid labrum,left,l,,joint.glenoidLabrum,105,
Glenoid labrum.r,MESH,Joints,joint,Glenoid labrum,right,r,,joint.glenoidLabrum,105,
Gomphosis.j,MESH,Joints,joint,Gomphosis,,j,,joint.gomphosis,0,
Hip joint.j,MESH,Joints,joint,Hip joint,,j,,joint.hip,0,
Iliolumbar ligament.l,MESH,Joints,joint,Iliolumbar ligament,left,l,,joint.iliolumbarLigament,4,
Iliolumbar ligament.r,MESH,Joints,joint,Iliolumbar ligament,right,r,,joint.iliolumbarLigament,4,
Inferior glenohumeral ligament.l,MESH,Joints,joint,Inferior glenohumeral ligament,left,l,,joint.inferiorGlenohumeralLigament,16,
Inferior glenohumeral ligament.r,MESH,Joints,joint,Inferior glenohumeral ligament,right,r,,joint.inferiorGlenohumeralLigament,16,
Inferior pubic ligament,MESH,Joints,joint,Inferior pubic ligament,,,,joint.inferiorPubicLigament,4,
Inferior transverse scapular ligament.l,MESH,Joints,joint,Inferior transverse scapular ligament,left,l,,joint.inferiorTransverseScapularLigament,1,
Inferior transverse scapular ligament.r,MESH,Joints,joint,Inferior transverse scapular ligament,right,r,,joint.inferiorTransverseScapularLigament,1,
Infrapatellar fat pad.l,MESH,Joints,joint,Infrapatellar fat pad,left,l,,joint.infrapatellarFatPad,24,
Infrapatellar fat pad.r,MESH,Joints,joint,Infrapatellar fat pad,right,r,,joint.infrapatellarFatPad,24,
Interclavicular ligament.l,MESH,Joints,joint,Interclavicular ligament,left,l,,joint.interclavicularLigament,3,
Interclavicular ligament.r,MESH,Joints,joint,Interclavicular ligament,right,r,,joint.interclavicularLigament,3,
Intercornual ligament.l,MESH,Joints,joint,Intercornual ligament,left,l,,joint.intercornualLigament,2,
Intercornual ligament.r,MESH,Joints,joint,Intercornual ligament,right,r,,joint.intercornualLigament,2,
Intercuneiform interosseous ligaments.l,MESH,Joints,joint,Intercuneiform interosseous ligaments,left,l,,joint.intercuneiformInterosseousLigaments,2,
Intercuneiform interosseous ligaments.r,MESH,Joints,joint,Intercuneiform interosseous ligaments,right,r,,joint.intercuneiformInterosseousLigaments,2,
Intermetatarsal joints.j,MESH,Joints,joint,Intermetatarsal joints,,j,,joint.intermetatarsalJoints,0,
Internal intercostal membrane.l,MESH,Joints,joint,Internal intercostal membrane,left,l,,joint.internalIntercostalMembrane,258,
Internal intercostal membrane.r,MESH,Joints,joint,Internal intercostal membrane,right,r,,joint.internalIntercostalMembrane,258,
Interosseous ligament.j,MESH,Joints,joint,Interosseous ligament,,j,,joint.interosseousLigament,0,
Interosseous membrane.j,MESH,Joints,joint,Interosseous membrane,,j,,joint.interosseousMembrane,0,
Interosseous membrane of forearm.l,MESH,Joints,joint,Interosseous membrane of forearm,left,l,,joint.interosseousMembraneOfForearm,2766,
Interosseous membrane of forearm.r,MESH,Joints,joint,Interosseous membrane of forearm,right,r,,joint.interosseousMembraneOfForearm,2766,
Interosseous membrane of leg.l,MESH,Joints,joint,Interosseous membrane of leg,left,l,,joint.interosseousMembraneOfLeg,12642,
Interosseous membrane of leg.r,MESH,Joints,joint,Interosseous membrane of leg,right,r,,joint.interosseousMembraneOfLeg,12642,
Interosseous metacarpal ligaments.l,MESH,Joints,joint,Interosseous metacarpal ligaments,left,l,,joint.interosseousMetacarpalLigaments,4,
Interosseous metacarpal ligaments.r,MESH,Joints,joint,Interosseous metacarpal ligaments,right,r,,joint.interosseousMetacarpalLigaments,4,
Interosseous sacro-iliac ligament.l,MESH,Joints,joint,Interosseous sacro-iliac ligament,left,l,,joint.interosseousSacroIliacLigament,8,
Interosseous sacro-iliac ligament.r,MESH,Joints,joint,Interosseous sacro-iliac ligament,right,r,,joint.interosseousSacroIliacLigament,8,
Interphalangeal joints of foot.j,MESH,Joints,joint,Interphalangeal joints of foot,,j,,joint.interphalangealJointsOfFoot,0,
Interpubic disc,MESH,Joints,joint,Interpubic disc,,,,joint.interpubicDisc,52,
Intersesamoid ligament.l,MESH,Joints,joint,Intersesamoid ligament,left,l,,joint.intersesamoidLigament,8,
Intersesamoid ligament.r,MESH,Joints,joint,Intersesamoid ligament,right,r,,joint.intersesamoidLigament,8,
Interspinous ligaments,MESH,Joints,joint,Interspinous ligaments,,,,joint.interspinousLigaments,24,
Intertarsal joints.j,MESH,Joints,joint,Intertarsal joints,,j,,joint.intertarsalJoints,0,
Intertransverse ligaments.l,MESH,Joints,joint,Intertransverse ligaments,left,l,,joint.intertransverseLigaments,0,
Intertransverse ligaments.r,MESH,Joints,joint,Intertransverse ligaments,right,r,,joint.intertransverseLigaments,0,
Intervertebral disc C2-C3,MESH,Joints,joint,Intervertebral disc C2-C3,,,,joint.intervertebralDiscC2C3,810,
Intervertebral disc C3-C4,MESH,Joints,joint,Intervertebral disc C3-C4,,,,joint.intervertebralDiscC3C4,654,
Intervertebral disc C4-C5,MESH,Joints,joint,Intervertebral disc C4-C5,,,,joint.intervertebralDiscC4C5,822,
Intervertebral disc C5-C6,MESH,Joints,joint,Intervertebral disc C5-C6,,,,joint.intervertebralDiscC5C6,930,
Intervertebral disc C6-C7,MESH,Joints,joint,Intervertebral disc C6-C7,,,,joint.intervertebralDiscC6C7,800,
Intervertebral disc C7-T1,MESH,Joints,joint,Intervertebral disc C7-T1,,,,joint.intervertebralDiscC7T1,1140,
Intervertebral disc L1-L2,MESH,Joints,joint,Intervertebral disc L1-L2,,,,joint.intervertebralDiscL1L2,3058,
Intervertebral disc L2-L3,MESH,Joints,joint,Intervertebral disc L2-L3,,,,joint.intervertebralDiscL2L3,3302,
Intervertebral disc L3-L4,MESH,Joints,joint,Intervertebral disc L3-L4,,,,joint.intervertebralDiscL3L4,3040,
Intervertebral disc L4-L5,MESH,Joints,joint,Intervertebral disc L4-L5,,,,joint.intervertebralDiscL4L5,3216,
Intervertebral disc L5-S1,MESH,Joints,joint,Intervertebral disc L5-S1,,,,joint.intervertebralDiscL5S1,3498,
Intervertebral disc T10-T11,MESH,Joints,joint,Intervertebral disc T10-T11,,,,joint.intervertebralDiscT10T11,2770,
Intervertebral disc T11-T12,MESH,Joints,joint,Intervertebral disc T11-T12,,,,joint.intervertebralDiscT11T12,3300,
Intervertebral disc T12-L1,MESH,Joints,joint,Intervertebral disc T12-L1,,,,joint.intervertebralDiscT12L1,3246,
Intervertebral disc T1-T2,MESH,Joints,joint,Intervertebral disc T1-T2,,,,joint.intervertebralDiscT1T2,1208,
Intervertebral disc T2-T3,MESH,Joints,joint,Intervertebral disc T2-T3,,,,joint.intervertebralDiscT2T3,1272,
Intervertebral disc T3-T4,MESH,Joints,joint,Intervertebral disc T3-T4,,,,joint.intervertebralDiscT3T4,1310,
Intervertebral disc T4-T5,MESH,Joints,joint,Intervertebral disc T4-T5,,,,joint.intervertebralDiscT4T5,1600,
Intervertebral disc T5-T6,MESH,Joints,joint,Intervertebral disc T5-T6,,,,joint.intervertebralDiscT5T6,1684,
Intervertebral disc T6-T7,MESH,Joints,joint,Intervertebral disc T6-T7,,,,joint.intervertebralDiscT6T7,2326,
Intervertebral disc T7-T8,MESH,Joints,joint,Intervertebral disc T7-T8,,,,joint.intervertebralDiscT7T8,2572,
Intervertebral disc T8-T9,MESH,Joints,joint,Intervertebral disc T8-T9,,,,joint.intervertebralDiscT8T9,2786,
